_id	user_id	scenario_num	incident_id	coworker_empathetic_msg	context_behav	context_pers
66b4331e34960fedde68f531	572d05c688902e00091e4a2c	3	25.0	Your dedication to the company really shows and it is appreciated.	The conversation takes place in the second half of the work shift. The representative has been working longer hours over the past few days and has not been taking breaks.	
66b4335d963d2f84d71e9b54	6678c2520372297b01748f7b	2	24.0	The customer is just taking out their anger on you. The fees are always listed so they're just being cheap trying to get out of paying. Do what you can but don't let them get to you.	The conversation takes place about 2 hours into the work shift. The representative has already addressed a few customer complaints before the following incident.	
66b4346334960fedde68f532	6678c2520372297b01748f7b	3	27.0	We don't make the policies! Hopefully the manager can help resolve this but what's no excuse is the way they're talking to you	The conversation takes place at the middle of the work shift. The representative has been spending minimal time on tasks and has been regularly checking their personal messages.	
66b43476963d2f84d71e9b55	66533024e61763d354bec627	4	44.0	You're doing the best you can. I know these sort of customers can be very intimidating. Just do your best to make things right for them and I'm here to support you if you need help		They are detail-oriented and reliable but might appear distant. They tend to work carefully, but are prone to overthinking.
66b4351f963d2f84d71e9b56	6678c2520372297b01748f7b	4	30.0	They are being so rude for no reason. How are we supposed to help if we don't have the reservation number?! So annoying, not your fault the guys an idiot		They are outgoing, competitive, and high energy. They tend to work on impulse, but are also prone to frustration.
66b43557880b311d8ad2da60	6667452b68fa3dad06a4a926	0	18.0	I appreciate your effort in your work but this type of work needs us to be patient to the customers and try as much to deal with then in a good attitude for the benefit of the work		
66b435c7880b311d8ad2da61	572d05c688902e00091e4a2c	4	29.0	Your ability to stay calm and composed is impressive. Not everyone can handle that like you did!		They are detail-oriented and reliable but might appear distant. They tend to work carefully, but are prone to overthinking.
66b43642963d2f84d71e9b57	6667452b68fa3dad06a4a926	1	20.0	"every work will face some problems 
it is not your fault or role 
but you must address this issue to the managers to solve it as possible and not to affect other customers"		
66b4364a963d2f84d71e9b58	572d05c688902e00091e4a2c	5	17.0	You are always so good at handling the tough clients. You make a positive impact everyday.		They are detail-oriented and reliable but might appear distant. They tend to work carefully, but are prone to overthinking.
66b43657880b311d8ad2da62	66533024e61763d354bec627	5	33.0	Hey, this guy's really agitated. Just do your best to accomodate his concerns, and if he becomes any angrier, I'll come out to support you,		They are detail-oriented and reliable but might appear distant. They tend to work carefully, but are prone to overthinking.
66b4365934960fedde68f533	6678c2520372297b01748f7b	5	26.0	Lets make sure to flag this to the hotel so we avoid this scenario moving forward. Take as long as needed, whenever someone tells me to hurry up, I make sure to go as slow as possible		They are outgoing, competitive, and high energy. They tend to work on impulse, but are also prone to frustration.
66b4373e34960fedde68f534	6667452b68fa3dad06a4a926	2	22.0	you must keep calm and calm the customer that this is the protocol	The conversation takes place at the middle of the work shift. The representative has been spending minimal time on tasks and has been regularly checking their personal messages.	
66b437c334960fedde68f536	669c6db314022f35e47d7fd9	0	18.0	He's probably going through some things in his life that have nothing to do with the customer service or you so don't take it personally. This person just has a poor habit of taking frustrations out on others so try to not let it get to you.		
66b43820963d2f84d71e9b59	6667452b68fa3dad06a4a926	3	25.0	"in every work you face good and bad people 
do not let this isolated case to anger you so much"	The conversation takes place in the second half of the work shift. The representative has been working longer hours over the past few days and has not been taking breaks.	
66b438af963d2f84d71e9b5a	66acd248c28deb9104288edb	0	16.0	It's Okay, don't beat yourself up, Clients do exaggerate sometimes.		
66b438b0963d2f84d71e9b5b	669c6db314022f35e47d7fd9	1	19.0	Don't let that rude customer control your emotions because they're unable to be polite to someone trying to help them.		
66b4392e963d2f84d71e9b5c	6667452b68fa3dad06a4a926	4	28.0	"keep calm
avoid to enter in an uncivilized conversation with him because you will humiliate yourself"		They are detail-oriented and reliable but might appear distant. They tend to work carefully, but are prone to overthinking.
66b4395b34960fedde68f537	669c6db314022f35e47d7fd9	2	24.0	This customer is clearly just upset with the situation and has nothing to do with you personally. You're doing the right thing providing them with good service.	The conversation takes place at the middle of the work shift. The representative has been spending minimal time on tasks and has been regularly checking their personal messages.	
66b439fa880b311d8ad2da64	669c6db314022f35e47d7fd9	3	26.0	The customer is just frustrated with the situation and needs someone to vent it to, or on in this situation. Try not to take any of what they say or intend personally.	The conversation takes place about 2 hours into the work shift. The representative has already addressed a few customer complaints before the following incident.	
66b43a11963d2f84d71e9b5d	6667452b68fa3dad06a4a926	5	23.0	"every work had bad situations 
do not only look to this rude customer 
look to other civilized customers 
and just do your work that you like"		They are detail-oriented and reliable but might appear distant. They tend to work carefully, but are prone to overthinking.
66b43a47880b311d8ad2da66	66acd248c28deb9104288edb	1	20.0	You managed it well, and that speaks volumes about your resilience and professionalism.		
66b43a86880b311d8ad2da67	669c6db314022f35e47d7fd9	4	30.0	Just relax, focus on fixing the issue, and take the usual time you would normally so as not to make a mistake.		They are organized and dependable. They tend to remain composed when facing challenges, but are prone to setting unrealistic expectations.
66b43ad6880b311d8ad2da68	66acd248c28deb9104288edb	2	24.0	I’m so sorry you had to go through that with the client. Just remember, their anger doesn't define you or your hard work.	The conversation takes place in the second half of the work shift. The representative has been working longer hours over the past few days and has not been taking breaks.	
66b43b0a880b311d8ad2da6a	669c6db314022f35e47d7fd9	5	17.0	Keep on doing good work. You clearly don't let something like this bother you.		They are organized and dependable. They tend to remain composed when facing challenges, but are prone to setting unrealistic expectations.
66b43bd034960fedde68f538	66acd248c28deb9104288edb	3	25.0	I'm so sorry that happened. You did a fantastic job handling it.	The conversation takes place at the middle of the work shift. The representative has been spending minimal time on tasks and has been regularly checking their personal messages.	
66b43c91963d2f84d71e9b5e	655f8b6cb4482d62ae248259	0	33.0	Hey, you're doing a good job. Don't let the angry customer bring you down. They are understandabily angry at the situation, not at you.		
66b43d49963d2f84d71e9b60	655f8b6cb4482d62ae248259	1	35.0	You did a good job handling this upset client. I like that you were proactive with helping them find possible compensation options.		
66b43d65963d2f84d71e9b61	66acd248c28deb9104288edb	4	30.0	I'm sorry the client was unhappy about the reservation. You handled it very nicely.		They are detail-oriented and reliable but might appear distant. They tend to work carefully, but are prone to overthinking.
66b43ddc963d2f84d71e9b62	655f8b6cb4482d62ae248259	2	37.0	You were sympathetic to the customer's feelings. You did a good job in trying to find a solution for them.	The conversation takes place at the middle of the work shift. The representative has been spending minimal time on tasks and has been regularly checking their personal messages.	
66b43e7634960fedde68f539	655f8b6cb4482d62ae248259	3	42.0	Don't let their angry words affect you, even though they sound hurtful. Don't take it too personally. You are doing a good job!	The conversation takes place about 2 hours into the work shift. The representative has already addressed a few customer complaints before the following incident.	
66b43eac34960fedde68f53a	66acd248c28deb9104288edb	5	19.0	It’s tough when clients make up stories, but you managed the situation so well.		They are detail-oriented and reliable but might appear distant. They tend to work carefully, but are prone to overthinking.
66b43f0c880b311d8ad2da6c	66af7e7a640964091ad3ec4f	0	31.0	This customer has been having a bad experience and is therefore stressed about their situation. Do not take anything they say personally and prove to the customer that you are beyond capable of resolving the issue for them. Once the issue is resolved, I am sure the customers tone will change, so there is no need to stress!		
66b43f1434960fedde68f53b	655f8b6cb4482d62ae248259	4	44.0	I'm so sorry you have to deal with this angry customer. Take some deep breaths to let go of that frustation you probably feel towards the customer.		They are outgoing, competitive, and high energy. They tend to work on impulse, but are also prone to frustration.
66b43f2f880b311d8ad2da6d	65d808aea9d7f89ca768529f	0	33.0	I understand the frustrations you are feeling towards this client, understand that their flight was delayed. Imagine being in their shoes. Just know you helped out someone today. You did an awesome job handling them.		
66b43f9a880b311d8ad2da6e	655f8b6cb4482d62ae248259	5	34.0	I know you're feeling annoyed at how this customer is treating you. Take a smal break and think about things that make you happy. Don't think about that person.		They are outgoing, competitive, and high energy. They tend to work on impulse, but are also prone to frustration.
66b44073880b311d8ad2da6f	66af7e7a640964091ad3ec4f	1	34.0	Your reassurance to the customer was great, regardless if it was received well. Take your time and don't be afraid to remain kind to the customer once you relay the reason for the delay!		
66b4412b880b311d8ad2da70	65d808aea9d7f89ca768529f	1	36.0	The client you handled wanted a refund for a small thing that happened to their chair not reclining. Something small like that should be a big issue, but you were able to help them and fix the issue for them. You were amazing.		
66b441c634960fedde68f53c	66af7e7a640964091ad3ec4f	2	37.0	Take your time with the refund request review. If you are unable to refund the customer, don't be afraid to tell them that. If you are, proceed with the refund and continue to be kind and thank them for being a customer!	The conversation takes place in the second half of the work shift. The representative has been working longer hours over the past few days and has not been taking breaks.	
66b441ed880b311d8ad2da71	65cd9a4cfdc5825241e05fec	0	3.0	It isn't your fault they're experiencing issues with the service. They're not mad at you, they're upset with the company.		
66b44287880b311d8ad2da72	66af7e7a640964091ad3ec4f	3	40.0	You do not make the policies of the company so do not take anything the customer says personally! The customer is looking to push you to give them the credit anyway. Keep politely declining and offering what you are able to, and if the customer is not happy, just know that it is not your fault.	The conversation takes place at the middle of the work shift. The representative has been spending minimal time on tasks and has been regularly checking their personal messages.	
66b442cc963d2f84d71e9b63	65d808aea9d7f89ca768529f	2	37.0	The client was being unfair to you, you understood the needs the client needed. They had no right giving you an attitude like that. You handled the situation really well. You confirmed that you were able to handle it for them, you did a great job.	The conversation takes place in the second half of the work shift. The representative has been working longer hours over the past few days and has not been taking breaks.	
66b44329963d2f84d71e9b64	65cd9a4cfdc5825241e05fec	1	5.0	It isn't your fault, and you're doing all you can. Sometimes people are just having bad days, and they take it out on others.		
66b44368880b311d8ad2da73	66af7e7a640964091ad3ec4f	4	44.0	You know that you are more than capable of helping this customer! They are frustrated and you are the first person they have been able to contact, so they will release those frustrations out on you. Just focus on what the customer needs and remain calm while trying to help them the best you can.		They are detail-oriented and reliable but might appear distant. They tend to work carefully, but are prone to overthinking.
66b44450963d2f84d71e9b65	65d808aea9d7f89ca768529f	3	40.0	This situation isn't your fault the client wanted to complain about the flight not being refunded and you explained what our company policy are. You tried giving them other options to help with future flights. You did all you could and the best you can to help them.	The conversation takes place at the middle of the work shift. The representative has been spending minimal time on tasks and has been regularly checking their personal messages.	
66b44464880b311d8ad2da74	66af7e7a640964091ad3ec4f	5	41.0	It's okay to feel frustrated because this is supposed to be resolved by customer service. Since you are very capable of assisting, help the customer with their flight and they will be grateful that they reached you as the employee.		They are detail-oriented and reliable but might appear distant. They tend to work carefully, but are prone to overthinking.
66b4448234960fedde68f53d	65cd9a4cfdc5825241e05fec	2	9.0	You're just following protocol, and shouldn't take their words personally. You can't please everyone all of the time.	The conversation takes place at the middle of the work shift. The representative has been spending minimal time on tasks and has been regularly checking their personal messages.	
66b4454a880b311d8ad2da75	65d808aea9d7f89ca768529f	4	44.0	I understand that you might be frustrated due to the clients behavior, but you handled the situation really well. The fact that they didnt give you their full details would of made anyone upset too. You did an amazing job.		They are outgoing, competitive, and high energy. They tend to work on impulse, but are also prone to frustration.
66b445cf880b311d8ad2da77	65cd9a4cfdc5825241e05fec	3	11.0	The person you're speaking to may not have enough money to replace the item they're trying to fix. You can never understand another's situation without context.	The conversation takes place in the second half of the work shift. The representative has been working longer hours over the past few days and has not been taking breaks.	
66b445f9880b311d8ad2da78	65d808aea9d7f89ca768529f	5	31.0	The client didnt give you all of their information to help them, they gave you an attitude when you asked for the information. You handled the situation the best you could.		They are outgoing, competitive, and high energy. They tend to work on impulse, but are also prone to frustration.
66b446fc34960fedde68f53e	65cd9a4cfdc5825241e05fec	4	15.0	IPhone's are expensive products, we tend to get worried about having to replace products with such a high price tag. Never take it personally if someone's acting out as it isn't your fault.		They are outgoing, competitive, and high energy. They tend to work on impulse, but are also prone to frustration.
66b447f0880b311d8ad2da79	65cd9a4cfdc5825241e05fec	5	4.0	The customer isn't upset at you, they just have no where else to vent their frustrations. A phone is a critical device in this day and age, and going without one has many inconvenient consequences.		They are outgoing, competitive, and high energy. They tend to work on impulse, but are also prone to frustration.
66b50851880b311d8ad2daad	5c91ab9b47fad40011be8306	0	18.0	I understand this situation is frustrating, but remember, the guest is upset and reaching out for help. Your patience and professionalism can turn this experience around and restore their trust.		
66b5089a34960fedde68f560	5c91ab9b47fad40011be8306	1	21.0	I know this situation is tough, but the guest’s frustration is a sign they care about the resolution. Your persistence in resolving their issue will show them that their concerns are being taken seriously.		
66b5089e34960fedde68f561	65086caba53bdecde5763448	0	2.0	This customer is angry because they have not had their needs met and it's not personally related to the quality of work being provided. You're doing your best to ask the right questions and help them.		
66b508fc880b311d8ad2daae	65086caba53bdecde5763448	1	6.0	You're doing what you can to get their phone back in working order. You can't know what they've tried without going through the proper troubleshooting steps.		
66b5090e880b311d8ad2daaf	5c91ab9b47fad40011be8306	2	22.0	I understand this is a challenging situation, but try to focus on resolving the issue step by step. Your efforts to address the guest’s concerns promptly will show them that you are committed to making things right.	The conversation takes place about 2 hours into the work shift. The representative has already addressed a few customer complaints before the following incident.	
66b50973880b311d8ad2dab0	5c91ab9b47fad40011be8306	3	25.0	I get that this feels frustrating, but remember, the guest’s anger is directed at the policy, not at you personally. Your calm, professional response can help turn the situation around and clarify their concerns.	The conversation takes place at the middle of the work shift. The representative has been spending minimal time on tasks and has been regularly checking their personal messages.	
66b50984880b311d8ad2dab1	65086caba53bdecde5763448	2	7.0	These sorts of chats are rough, but focusing on the customer and going the extra mile makes all the difference in customer satisfaction and ease in the interaction.	The conversation takes place at the middle of the work shift. The representative has been spending minimal time on tasks and has been regularly checking their personal messages.	
66b509ff880b311d8ad2dab2	5c91ab9b47fad40011be8306	4	28.0	I understand this is frustrating, but remember, the guest's anger is a sign they care about getting this resolved. Your careful attention to their issue can help rebuild their trust and demonstrate our commitment to service.		They are organized and dependable. They tend to remain composed when facing challenges, but are prone to setting unrealistic expectations.
66b50a1a880b311d8ad2dab3	65086caba53bdecde5763448	3	10.0	In these scenarios, it's helpful to remember that you're doing what you can to help the customer. If they're taking it out on you, just remain calm.	The conversation takes place about 2 hours into the work shift. The representative has already addressed a few customer complaints before the following incident.	
66b50a5a34960fedde68f562	5c91ab9b47fad40011be8306	5	24.0	I know this situation is challenging, but remember, the guest's strong reaction shows how much they care about getting a fair experience. Your dedication to addressing their concerns can help us improve and rebuild their trust.		They are organized and dependable. They tend to remain composed when facing challenges, but are prone to setting unrealistic expectations.
